,Date,CUSIP,Ticker,MktValue,Shares,Russell1000,Russell2000,Name,R1000_WT,R2000_WT
48968,19970530,775422108,RHR,,26053,N,Y,ROHR INC,,0.0764
70019,19971231,920253101,VALM,397449.0,20382,N,Y,VALMONT INDUSTRIES,,0.0455
225019,20020628,730448107,PPP,1679538.56,51488,Y,N,POGO PRODUCING CO,0.000178,
354581,20060228,318910106,FBNC,253044.09,11383,N,Y,FIRST BANCORP NC,,0.000194
352701,20060131,723655106,PDC,449798.4,19728,N,Y,PIONEER DRILLING CO,,0.000343
186612,20010531,55306N104,MKSI,381489.6,14288,N,Y,MKS INSTRUMENT INC,,0.000429
383674,20061229,129603106,CCC,246214.4,39712,N,Y,CALGON CARBON CORP,,0.000181
383996,20061229,251893103,DV,1707356.0,60977,N,Y,DEVRY INC,,0.001252
346739,20051130,728117300,PLA,293292.11,20467,N,Y,PLAYBOY ENTERPRISES,,0.00024
284823,20040227,929903102,WB,61430813.73,1280609,Y,N,WACHOVIA CORP,0.005536,
306948,20041029,45245A107,IMN,1108677.85,35455,N,Y,IMATION CORP,,0.001085
377762,20061031,127150308,CACH,262419.3,12234,N,Y,CACHE INC,,0.000196
142631,20000229,06423A103,ONE,29701395.0,1147880,Y,N,BANK ONE CORP,0.002475,
205849,20011231,037023108,AHR,414696.66,37734,N,Y,ANTHRACITE CAP INC,,0.000515
237240,20021031,826322109,SIE,305697.79,24281,N,Y,SIERRA HEALTH SVCS I,,0.000523
281814,20040130,913456109,UVV,1213637.58,24834,N,Y,UNIVERSAL CORP,,0.001318
149456,20000428,58501T306,MT,234358.12,124991,Y,N,MEDITRUST CORP,1.9e-05,
265574,20030829,440452100,HRL,1605571.2,74332,Y,N,HORMEL FOODS CORP,0.000165,
131239,19991029,059450106,BFOH,149211.0,6744,N,Y,BANCFIRST CORP ZANES,,0.000181
146783,20000331,609200100,MOND,293473.12,8415,N,Y,MONDAVI ROBERT CORP,,0.000295
5210,19960229,816909105,SMTL,,5768,N,Y,SEMITOOL INC,,0.0164
329984,20050630,06850R108,BTRX,116499.63,14691,N,Y,BARRIER THERAPEUTICS INC,,0.000101
76467,19980331,189054109,CLX,6229265.62,72486,Y,N,CLOROX CO/DE,0.000684,
224171,20020628,439104100,HH,428072.0,53509,N,Y,HOOPER HOLMES INC,,0.000591
111269,19990331,197779101,COB,138468.44,23321,N,Y,COLUMBIA LABORATORIE,,0.000173
115232,19990430,637071101,NOI,527748.0,40596,Y,N,NATIONAL OILWELL,4.7e-05,
84128,19980529,918270109,VLSI,666794.5,43019,Y,N,VLSI TECHNOLOGY INC,7.4e-05,
324183,20050429,156490104,CBIZ,224917.24,63179,N,Y,CENTURY BUSINESS SVC,,0.000221
108608,19990226,264147109,DCO,108887.5,8711,N,Y,DUCOMMUN INC DEL,,0.000137
46695,19970430,950810101,WSBC,,9180,N,Y,WESBANCO INC,,0.048
71059,19980130,286082102,EFII,868655.0,51860,Y,N,ELECTRONICS FOR IMAG,0.000107,
16119,19960628,584050108,MCTH,,8814,N,Y,MEDCATH INC,,0.0162
36836,19970131,590911103,MXP,,64050,N,Y,MESA INC,,0.0477
294754,20040630,35907K105,FTBK,566028.0,16200,N,Y,FRONTIER FINANCIAL CORP,,0.000547
316492,20050131,64104X108,NSTC,178174.62,13437,N,Y,NESS TECHNOLOGIES INC,,0.000163
125710,19990831,197677107,COL,13377235.75,543238,Y,N,COLUMBIA/HCA HEALTHC,0.001205,
159250,20000731,948741103,WRI,1106615.75,26746,N,Y,WEINGARTEN RLTY INVS,,0.001189
149894,20000428,74437C101,PSIX,2546984.56,109843,Y,N,PSINET INC,0.000201,
150450,20000428,913004107,USTR,1079080.5,32332,N,Y,UNITED STATIONERS IN,,0.001154
316013,20050131,461169104,ILSE,175766.0,7642,N,Y,INTRALASE CORP,,0.000161
297750,20040730,35952H106,FCEL,419587.28,42212,N,Y,FUELCELL ENERGY INC,,0.000437
384765,20061229,527288104,LUK,4602804.0,163220,Y,N,LEUCADIA NATIONAL CORP,0.000324,
257140,20030530,617446448,MWD,50399023.5,1101618,Y,N,MORGAN STANLEY,0.005467,
208296,20011231,897329108,TRYF,101556.0,4095,N,Y,TROY FINL CORP,,0.000126
342307,20051031,207142100,CNXT,914232.76,471254,N,Y,CONEXANT SYSTEMS INC,,0.000784
172792,20001229,643872104,NEB,223307.0,12236,N,Y,NEW ENGLAND BUSINESS,,0.000255
373644,20060831,779382100,RDC,3769558.2,110221,Y,N,ROWAN COMPANIES INC,0.000287,
326856,20050531,03822W109,AMCC,891826.67,310741,Y,N,APPLIED MICRO CIRCUITS,7.5e-05,
244824,20030131,371532102,GCO,334146.59,20093,N,Y,GENESCO INC,,0.000574
193429,20010731,862111200,STK,1431873.45,103985,Y,N,STORAGE TECHNOLOGY C,0.000128,
335973,20050831,073685109,BECN,536510.0,16508,N,Y,BEACON ROOFING SUPPLY,,0.000447
228599,20020731,896263100,TRMS,618813.87,13231,N,Y,TRIMERIS INC,,0.001007
265783,20030829,497266106,KEX,538243.6,18433,N,Y,KIRBY CORP,,0.000682
6967,19960329,393505102,GNT,,137176,Y,N,GREEN TREE FINANCIAL,0.0891,
301653,20040831,69366A100,PSSI,727375.48,67412,N,Y,PSS WORLD MEDICAL INC,,0.000763
107656,19990129,92844S105,VISX,1632421.0,26761,N,Y,VISX INC/DE,,0.001893
44505,19970430,193559101,CLN,,9100,Y,N,COLEMAN CO INC,0.0022,
337628,20050831,688239201,OSK,2916959.64,72724,Y,N,OSHKOSH TRUCK CORP,0.000236,
188090,20010629,037032109,AGEN,267908.75,13565,N,Y,ANTIGENICS INC DEL,,0.000313
30506,19961129,416704104,HSB,,20280,N,Y,HARTFORD STEAM BOILE,,0.1357
265534,20030829,422806109,HEI,158822.65,13115,N,Y,HEICO CORP,,0.000201
97318,19981030,37476F103,ROCK,120861.25,6238,N,Y,GIBRALTAR STEEL CORP,,0.000157
151720,20000531,397624107,GBCOA,418655.0,13505,N,Y,GREIF BROS CORP,,0.000474
143451,20000229,395384100,GPT,1390291.87,87234,Y,N,GREENPOINT FINL CORP,0.000116,
324075,20050429,12561E105,CKR,767821.6,51740,N,Y,CKE RESTAURANTS INC,,0.000753
8424,19960329,897844106,TNO,,18872,N,Y,TRUE NORTH COMMUNICA,,0.0825
277067,20031231,297602104,ETH,1366167.48,32621,Y,N,ETHAN ALLEN INTERIORS,0.000127,
316093,20050131,492914106,KEG,1620187.55,130555,N,Y,KEY ENERGY SERVICES INC,,0.001485
230829,20020830,68243Q106,FLWS,122373.9,12361,N,Y,1 800 FLOWERS COM,,0.0002
211207,20020131,902681105,UGI,776182.6,27340,N,Y,UGI CORP NEW,,0.000973
48265,19970530,522008101,TLC,,38294,Y,N,LEARNING COMPANY INC,0.0039,
52192,19970630,867363103,SDS,,38427,Y,N,SUNGARD DATA SYSTEMS,0.0244,
300492,20040831,266898105,DUSA,167824.91,14971,N,Y,DUSA PHARMACEUTICALS INC,,0.000176
279706,20040130,197231103,CBBO,140015.4,7548,N,Y,COLUMBIA BANCORP,,0.000152
109424,19990226,586002107,MBRS,427598.75,12305,N,Y,MEMBERWORKS INC,,0.000539
122634,19990730,147528103,CASY,810662.25,52726,N,Y,CASEYS GENERAL STORE,,0.000924
25829,19960930,85375C101,SPF,,30060,N,Y,STANDARD PACIFIC CP,,0.0269
45273,19970430,463606103,IAC,,18447,N,Y,IRVINE APARTMENT COM,,0.0757
294645,20040630,30249U101,FTI,1935734.4,67213,Y,N,FMC TECHNOLOGIES INC,0.000171,
206557,20011231,293637104,ETS,1749211.35,197651,Y,N,ENTERASYS NETWORKS I,0.000164,
341981,20051031,09059N100,BIVN,247848.16,40432,N,Y,BIOENVISION INC,,0.000212
21510,19960830,367278108,GSNX,,8469,N,Y,GASONICS INTERNATION,,0.0107
337482,20050831,63607P208,NFP,1548265.2,35268,N,Y,NATIONAL FINL PARTNERS,,0.001291
109762,19990226,709323109,PZL,594636.88,47810,Y,N,PENNZOIL QUAKER STAT,5.8e-05,
234744,20020930,943315101,WMO,333687.51,36231,N,Y,WAUSAU-MOSINEE PAPER,,0.000589
78586,19980331,929798106,WHC,247792.94,9887,N,Y,WACKENHUT CORRECTION,,0.0261
379726,20061031,835460106,SNIC,414572.04,25686,N,Y,SONIC SOLUTIONS,,0.00031
368754,20060731,095180105,BLT,413644.1,37949,N,Y,BLOUNT INTERNATIONAL INC,,0.000337
360473,20060428,302563101,FPIC,405971.9,10162,N,Y,FPIC INSURANCE GROUP INC,,0.000298
83124,19980529,594928103,MICA,264451.5,19589,N,Y,MICROAGE INC,,0.000291
382106,20061130,64110L106,NFLX,1323892.18,45061,N,Y,NETFLIX INC,,0.000973
63825,19971031,816300107,SIGI,785895.0,14520,N,Y,SELECTIVE INS GROUP,,0.091
307566,20041029,671044105,OSIS,253628.88,14568,N,Y,OSI SYSTEMS INC,,0.000248
5130,19960229,780287108,RGLD,,12995,N,Y,ROYAL GOLD INC,,0.0239
359040,20060331,863667101,SYK,12994901.16,293074,Y,N,STRYKER CORP,0.000993,
90650,19980831,091797100,BDK,3904194.0,92957,Y,N,BLACK & DECKER CORP,0.000486,
230451,20020830,532457108,LLY,55928678.85,963457,Y,N,LILLY ELI & CO,0.0064,
277161,20031231,33582V108,FNFG,1054867.59,70749,N,Y,FIRST NIAGARA FINL GRP,,0.001194
163650,20000929,459200101,IBM,199665767.12,1772837,Y,N,INTERNATIONAL BUSINE,0.015048,
60418,19970930,643872104,NEB,379648.0,11864,N,Y,NEW ENGLAND BUSINESS,,0.0418
345995,20051130,45866A105,IDCC,1041108.6,53445,N,Y,INTERDIGITAL COMM CORP,,0.000853
109897,19990226,74730W101,QMDC,298545.5,19261,N,Y,QUADRAMED CORP,,0.000376
34312,19961231,74058F102,PTEK,,6493,N,Y,PREMIERE TECHNOLOGIE,,0.0234
116318,19990528,001669100,AEN,105332.0,6196,N,Y,AMC ENTERTAINMENT IN,,0.00012
315294,20050131,210371100,CEG,8424500.0,168490,Y,N,CONSTELLATION ENERGY GRP,0.00072,
262916,20030731,55261F104,MTB,5903544.78,66654,Y,N,M & T BANK CORP,0.000619,
10244,19960430,549866101,LUC,,14736,N,Y,LUKENS INC,,0.0644
382796,20061130,871851101,SYX,130371.5,9650,N,Y,SYSTEMAX INC,,9.6e-05
361863,20060428,816850101,SMTC,1382868.75,73753,N,Y,SEMTECH CORP,,0.001015
333481,20050729,256669102,DG,6675201.28,328504,Y,N,DOLLAR GENERAL CORP,0.000533,
27556,19961031,414570101,HARS,,2690,N,Y,HARRIS SVGS BK/PA,,0.0063
242217,20021231,488360108,KEM,750311.52,85848,Y,N,KEMET CORP,8.9e-05,
199472,20010928,887100105,TBL,553571.7,20427,Y,N,TIMBERLAND CO,5.7e-05,
27997,19961031,580645109,MHP,,99477,Y,N,MCGRAW-HILL COMPANIE,0.0794,
169800,20001130,597486109,MLAN,124054.91,4322,N,Y,MIDLAND CO,,0.000153
157252,20000731,285661104,EDS,17365980.0,403860,Y,N,ELECTRONIC DATA SYS,0.001342,
345886,20051130,431573104,HB,2687580.0,55300,Y,N,HILLENBRAND INDUSTRIES,0.000212,
95235,19980930,69553J104,PMWI,218745.38,34313,N,Y,PAGEMART WIRELESS IN,,0.000293
212360,20020228,294752100,EQY,38333.16,2742,N,Y,EQUITY ONE,,5e-05
246810,20030228,02886P109,APPX,155879.4,8518,N,Y,AMERICAN PHARMACEUTICALS,,0.000276
147245,20000331,770196103,RBN,185527.12,7853,N,Y,ROBBINS & MYERS INC,,0.000186
205043,20011130,801003104,SANG,367653.79,18559,N,Y,SANGSTAT MED CORP,,0.000483
47504,19970530,230029100,CUL,,18296,N,Y,CULLIGAN WATER TECH,,0.113
223828,20020628,294549100,EQT,2172870.7,63349,Y,N,EQUITABLE RES INC,0.000231,
252612,20030430,01747T102,ALGX,27993.6,109350,N,Y,ALLEGIANCE TELECOM I,,4.5e-05
163198,20000929,293561106,ENE,64759147.7,738917,Y,N,ENRON CORP,0.004881,
222764,20020531,928298108,VSH,3445473.28,140288,Y,N,VISHAY INTERTECHNOLO,0.000346,
157036,20000731,217016104,RKY,2232153.0,35431,Y,N,COORS ADOLPH CO,0.000173,
49404,19970530,904832102,UACA,,5615,N,Y,UNION ACCEPTANCE COR,,0.0069
95115,19980930,654106103,NKE,3288387.0,89328,Y,N,NIKE INC  -CL B,0.000384,
303349,20040930,22943D105,CTMI,251033.49,31107,N,Y,CTI MOLECULAR IMAGING,,0.00025
68517,19971231,413619107,HET,1905450.12,100951,Y,N,HARRAHS ENTERTAINMEN,0.000237,
347541,20051130,980745103,WGOV,803469.46,9838,N,Y,WOODWARD GOVERNOR CO,,0.000658
270423,20031031,03674B104,ATH,9461337.09,138263,Y,N,ANTHEM INC,0.00093,
326377,20050429,902737105,UCI,876369.24,37742,N,Y,UICI,,0.00086
174256,20010131,115660201,TMBR,922156.19,29333,N,Y,BROWN TOM INC,,0.001007
98679,19981030,866762107,SUN,2274163.88,66278,Y,N,SUN CO INC,0.000247,
209985,20020131,488152208,KELYA,349843.2,15960,N,Y,KELLY SVCS INC,,0.000439
231520,20020830,883203101,TXT,4592652.75,118215,Y,N,TEXTRON INC,0.000526,
231236,20020830,80004C101,SNDK,980769.84,60504,N,Y,SANDISK CORP,,0.001603
290443,20040430,885535104,COMS,2356840.64,382604,Y,N,3COM CORP,0.00022,
58816,19970930,043339100,ARV,850037.25,21657,N,Y,ARVIN INDUSTRIES INC,,0.0937
62223,19971031,21922V102,TCR,361563.75,32139,N,Y,CORNERSTONE RLTY INC,,0.0419
340171,20050930,513847103,LANC,1111206.0,25842,N,Y,LANCASTER COLONY CORP,,0.000921
354175,20060228,178566105,CYN,3140566.2,41345,Y,N,CITY NATIONAL CORP,0.000243,
271690,20031031,486665102,KEA,678615.3,51645,N,Y,KEANE INC,,0.000812
215651,20020328,45812P107,ISSI,343863.54,26739,N,Y,INTEGRATED SILICON S,,0.000411
29508,19961129,039381108,APGR,,20644,N,Y,ARCH COMMUNICATIONS,,0.0334
190206,20010629,779273101,RSE,1648922.1,57554,Y,N,ROUSE CO,0.000145,
78642,19980331,961238102,WPSN,1161001.37,40559,Y,N,WESTPOINT STEVENS IN,0.000127,
24455,19960930,360768105,FFC,,6888,N,Y,FUND AMERICAN ENTPRS,,0.096
326530,20050429,939640108,WPO,4751646.5,5498,Y,N,WASHINGTON POST CO,0.000414,
236362,20021031,516012101,LCI,45062.95,3715,N,Y,LANNET INC,,7.7e-05
266023,20030829,590829107,MCC,52060.5,3018,N,Y,MESTEK INC,,6.6e-05
269655,20030930,816850101,SMTC,1084100.42,58727,N,Y,SEMTECH CORP,,0.001401
126709,19990831,574599106,MAS,9561046.31,337697,Y,N,MASCO CORP,0.000861,
120738,19990630,554273102,MRD,716751.0,15414,N,Y,MACDERMID INC,,0.000785
356308,20060228,913377107,UHCO,396975.45,26203,N,Y,UNIVERSAL AMERICAN FINL,,0.000305
268281,20030930,32006W106,FDEF,114775.8,4926,N,Y,FIRST DEFIANCE FINANCIAL,,0.000148
383901,20061229,217204106,CPRT,2123340.0,70778,Y,N,COPART INC,0.000149,
330252,20050630,171798101,XEC,3162760.44,81284,N,Y,CIMAREX ENERGY CO,,0.002733
69731,19971231,863555108,SDRC,759892.5,33773,N,Y,STRUCTURAL DYNAMICS,,0.0871
29251,19961031,976657106,WEC,,110819,Y,N,WISCONSIN ENERGY COR,0.0512,
245946,20030131,759594302,REM,371508.3,20301,N,Y,REMINGTON OIL & GAS,,0.000638
236635,20021031,629484106,NYM,23223.7,1438,N,Y,NYMAGIC INC,,4e-05
71831,19980130,59162P104,MISI,139332.75,5021,N,Y,METRO INFORMATION SV,,0.0163
235879,20021031,337930101,FBC,259259.0,13468,N,Y,FLAGSTAR BANCORP INC,,0.000444
29448,19961129,030096101,ASC,,120915,Y,N,AMERICAN STORES CO,0.0768,
173682,20001229,91913Y100,VLO,1941633.75,52212,Y,N,VALERO ENERGY CORP N,0.000162,
279565,20040130,141705103,CMX,7000849.5,261714,Y,N,CAREMARK RX INC,0.000639,
210070,20020131,530129105,LBRT,886612.48,106564,N,Y,LIBERATE TECHNOLOGIE,,0.001111
313555,20041231,674599105,OXY,22829731.68,391188,Y,N,OCCIDENTAL PETE CORP,0.001901,
138956,19991231,807863105,SCHS,263674.12,17433,N,Y,SCHOOL SPECIALTY INC,,0.000279
51542,19970630,654390103,NMBS,,14938,N,Y,NIMBUS CD INTERNATIO,,0.0207
287003,20040331,723481107,PCLE,547100.61,60587,N,Y,PINNACLE SYSTEMS INC,,0.000581
359711,20060428,038336103,ATR,1860188.13,35493,Y,N,APTARGROUP INC,0.000141,
298154,20040730,49720P506,KNTA,48076.0,5950,N,Y,KINTERA INC,,5e-05
13533,19960531,713278109,PBY,,62177,Y,N,PEP BOYS-MANNY MOE &,0.0374,
23856,19960930,130789100,CWT,,6280,N,Y,CALIFORNIA WATER SER,,0.0365
139536,19991231,98974P100,ZIXI,605390.75,15278,N,Y,ZIXIT CORP,,0.000642
273144,20031031,969904101,WSM,2952669.42,83574,Y,N,WILLIAMS SONOMA INC,0.00029,
277852,20031231,59156R108,MET,11440527.28,339784,Y,N,METLIFE INC,0.001063,
231437,20020830,86764P109,SUN,2378827.56,67047,Y,N,SUNOCO INC,0.000272,
376923,20060929,879131100,TEK,2419705.2,83640,Y,N,TEKTRONIX INC,0.00018,
342146,20051031,148867104,POS,1296146.22,49737,N,Y,CATALINA MARKETING CORP,,0.001111
324058,20050429,120113105,BMHC,736305.88,13402,N,Y,BUILDING MATLS HLDG,,0.000722
190554,20010629,88554W104,DDDP,58803.59,6119,N,Y,3-DIMENSIONAL PHARMA,,6.9e-05
28772,19961031,849176102,TSA,,31301,N,Y,SPORTS AUTHORITY INC,,0.1162
243022,20021231,76182K105,RJR,3868603.59,91869,Y,N,REYNOLDS R J TOB HLD,0.000461,
243670,20021231,973149107,WIND,279611.8,68198,N,Y,WIND RIVER SYSTEMS I,,0.000465
178418,20010228,636491102,EGOV,51076.56,16850,N,Y,NATIONAL INFO CONSOR,,6e-05
308210,20041029,871630109,SYNM,194925.32,28067,N,Y,SYNTROLEUM CORP,,0.000191
23858,19960930,131271108,CZM,,19054,N,Y,CALMAT CO,,0.0537
106041,19990129,387328107,GVA,609103.25,18814,N,Y,GRANITE CONSTRUCTION,,0.000706
77434,19980331,571834100,MRIS,5908290.0,101648,Y,N,MARSHALL & ILSLEY CO,0.000649,
246843,20030228,035290105,AXE,732062.1,31218,N,Y,ANIXTER INTL INC,,0.001295
41876,19970331,292740107,EVI,,14306,N,Y,ENERGY VENTURES INC,,0.1354
235787,20021031,30218U108,XJT,342182.4,30016,N,Y,EXPRESSJET HOLDINGS INC,,0.000586
335271,20050729,880345103,TNC,291560.0,7880,N,Y,TENNANT CO,,0.000238
241173,20021231,115236101,BRO,1561056.0,48300,Y,N,BROWN & BROWN INC,0.000186,
75834,19980227,971426101,WLMR,247652.5,10856,N,Y,WILMAR INDUSTRIES IN,,0.0272
385093,20061229,65473P105,NI,6571226.5,272665,Y,N,NISOURCE INC,0.000463,
347756,20051230,03076C106,AMP,8969939.0,218779,Y,N,AMERIPRISE FINANCIAL INC,0.00071,
28801,19961031,858147101,STTX,,7416,N,Y,STEEL TECHNOLOGIES,,0.0148
40841,19970228,925391104,VTA,,18920,N,Y,VESTA INSURANCE GROU,,0.1076
308558,20041029,97650W108,WTFC,1153680.0,20240,N,Y,WINTRUST FINANCIAL CORP,,0.001129
107299,19990129,847788106,TRK,338464.5,12364,N,Y,SPEEDWAY MOTORSPORT,,0.000392
368084,20060630,89421Q106,TZOO,92385.3,3045,N,Y,TRAVELZOO INC,,7.2e-05
123372,19990730,427056106,HPC,3691762.88,105857,Y,N,HERCULES INC,0.000329,
9244,19960430,16161A108,CMB,,436152,Y,N,CHASE MANHATTAN CORP,0.5615,
191893,20010731,316869106,FILE,450823.56,35331,N,Y,FILENET CORP,,0.000559
10126,19960430,486168107,KBH,,34579,N,Y,KAUFMAN & BROAD HOME,,0.081
238146,20021129,076446301,BED,356454.0,14490,N,Y,BEDFORD PPTY INVS IN,,0.000561
368169,20060630,91307C102,UTHR,1361638.9,23570,N,Y,UNITED THERAPEUTICS,,0.001065
294617,20040630,29481V108,ERES,1244740.0,44455,N,Y,ERESEARCHTECHNOLOGY INC,,0.001202
374280,20060831,98235T107,WMGI,782268.35,34205,N,Y,WRIGHT MEDICAL GROUP INC,,0.000619
21185,19960830,237194105,DRI,,159407,Y,N,DARDEN RESTAURANTS I,0.0235,
37253,19970131,74342C105,PNET,,11072,N,Y,PRONET INC,,0.0073
88866,19980731,521865105,LEA,3560016.19,67091,Y,N,LEAR CORP,0.000376,
195766,20010831,66987M109,NVTL,9540.72,26502,N,Y,NOVATEL WIRELESS INC,,1.2e-05
17526,19960731,019512102,ALD,,249400,Y,N,ALLIEDSIGNAL INC,0.2773,
5615,19960229,913174108,UWST,,14641,N,Y,UNITED WASTE SYS INC,,0.1208
341104,20050930,84855W109,SKE,1625206.87,25123,N,Y,SPINNAKER EXPLORATION CO,,0.001347
315913,20050131,44914M104,HYSL,1873704.12,39003,N,Y,HYPERION SOLUTIONS CORP,,0.001718
286414,20040331,500643200,KFY,507520.0,31720,N,Y,KORN FERRY INTERNATIONAL,,0.000539
55436,19970731,913538104,UFC,967784.0,25468,N,Y,UNIVERSAL FOODS CORP,,0.1167
51859,19970630,75025N102,RADS,,4516,N,Y,RADIANT SYSTEMS INC,,0.0119
348255,20051230,200641108,CGI,1504516.48,26266,Y,N,COMMERCE GROUP INC,0.000119,
324825,20050429,389915109,GFR,115218.39,7251,N,Y,GREAT AMERICAN FINL RES,,0.000113
237433,20021031,879080109,TRC,187492.8,6996,N,Y,TEJON RANCH CO DEL,,0.000321
250795,20030331,42210P102,HDWR,383944.35,27327,N,Y,HEADWATERS INC,,0.000672
207109,20011231,499063105,NITE,964327.14,87507,Y,N,KNIGHT TRADING GROUP,9.1e-05,
24332,19960930,302633102,FSII,,22315,N,Y,FSI INTL INC,,0.0374
140503,20000131,319960100,FTFC,181168.31,15337,N,Y,FIRST FED CAP CORP,,0.000195
145462,20000331,090324104,BDY,370608.87,27326,N,Y,BINDLEY WESTN INDS I,,0.000372
130977,19991029,002824100,ABT,61423698.75,1521330,Y,N,ABBOTT LABS,0.005343,
24029,19960930,200525103,CBSH,,36365,Y,N,COMMERCE BANCSHARES,0.0248,
326089,20050429,82967Y104,SIR,141121.64,20218,Y,N,SIRVA INC,1.2e-05,
276924,20031231,253807101,DMRC,140049.0,10530,N,Y,DIGIMARC CORP,,0.000159
50121,19970630,126349109,CSGS,,25486,N,Y,CSG SYSTEMS INTL INC,,0.0993
18596,19960731,383883105,GRA,,98224,Y,N,GRACE (W R) & CO,0.1185,
343305,20051031,57060D108,MKTX,284288.92,23038,N,Y,MARKETAXESS HOLDINGS INC,,0.000244
282953,20040227,30161Q104,EXEL,452895.62,49121,N,Y,EXELIXIS INC,,0.000488
20159,19960731,908068109,UPC,,45965,Y,N,UNION PLANTERS CORP,0.0257,
191342,20010731,125750109,CMGI,523735.5,259275,Y,N,CMGI INC,4.7e-05,
17663,19960731,043906106,ACI,,6409,N,Y,ASHLAND COAL,,0.0257
56352,19970829,21922V102,TCR,377633.25,32139,N,Y,CORNERSTONE RLTY INC,,0.0445
80630,19980430,711147108,PHBK,2115038.75,43835,N,Y,PEOPLES HERITAGE FIN,,0.002211
33812,19961231,552848103,MTG,,56165,Y,N,MGIC INVESTMENT CORP,0.0693,
317159,20050131,863111100,STRT,220666.57,3821,N,Y,STRATTEC SECURITY CORP,,0.000202
297606,20040730,294429105,EFX,3303740.52,136971,Y,N,EQUIFAX INC,0.000303,
332584,20050630,962166104,WY,15452947.0,242780,Y,N,WEYERHAEUSER CO,0.001279,
186704,20010531,590188108,MER,54258655.98,835134,Y,N,MERRILL LYNCH & CO I,0.004792,
66442,19971128,71940G108,PHYN,235529.44,24003,N,Y,PHYSICIAN RELIANCE N,,0.0274
192056,20010731,384109104,GGG,1040871.0,30795,N,Y,GRACO INC,,0.00129
90919,19980831,195493309,CNB,940392.75,80894,Y,N,COLONIAL BANCGROUP I,0.000117,
55690,19970829,007585102,AD,450962.81,24459,N,Y,ADVO INC,,0.0531
198895,20010928,714265105,PER,995195.3,61622,N,Y,PEROT SYS CORP,,0.001483
165923,20001031,228411104,CRWN,141525.0,10200,N,Y,CROWN MEDIA HLDGS IN,,0.000156
254199,20030430,59514P109,TUNEE,72589.87,40553,N,Y,MICROTUNE INC DEL,,0.000116
54508,19970731,64120N100,NCDI,137259.0,15251,N,Y,NETWORK COMPUTING DE,,0.0166
286577,20040331,573284106,MLM,2257270.16,48901,Y,N,MARTIN MARIETTA MTLS,0.000206,
306297,20041029,20854P109,CNX,3187062.0,90030,Y,N,CONSOL ENERGY INC,0.000285,
338654,20050930,00757T101,ANSI,941321.64,19834,N,Y,ADVANCED NEUROMODULATION,,0.00078
306914,20041029,445658107,JBHT,2334372.66,57131,Y,N,HUNT J B TRANS SVCS,0.000209,
247145,20030228,14067E506,CMO,121892.4,9674,N,Y,CAPSTEAD MTG CORP,,0.000216
91157,19980831,26959B101,EAGL,536940.0,25120,N,Y,EAGLE HARDWARE & GAR,,0.000771
354473,20060228,29256E109,ENMC,240241.64,40309,N,Y,ENCORE MEDICAL CORP,,0.000184
183155,20010430,278856109,ECLP,871824.39,43181,N,Y,ECLIPSYS CORP,,0.001004
38601,19970228,151895109,CNT,,14289,N,Y,CENTERPOINT PROPERTI,,0.0657
127002,19990831,682160106,ONCO,177588.0,9866,N,Y,ON COMMAND CORP,,0.000212
213684,20020228,781270103,RTEC,355158.3,9573,N,Y,RUDOLPH TECHNOLOGIES,,0.000459
120058,19990630,293904108,ENZN,746446.38,36082,N,Y,ENZON INC,,0.000818
79412,19980430,229669106,CUB,140829.25,5228,N,Y,CUBIC CORP,,0.000147
204502,20011130,629377102,NRG,859959.0,50825,Y,N,NRG ENERGY INC,8.2e-05,
141184,20000131,59562V107,MEC,1426576.0,41728,Y,N,MIDAMERICAN ENERGY H,0.000119,
163409,20000929,37476F103,ROCK,124542.0,7548,N,Y,GIBRALTAR STL CORP,,0.00013
314173,20041231,867914103,STI,24229315.4,327955,Y,N,SUNTRUST BANKS INC,0.002017,
87028,19980630,898349105,TRST,612465.0,23332,N,Y,TRUSTCO BANK CORP/NY,,0.00059
210346,20020131,63935N107,NCI,217250.0,39500,N,Y,NAVIGANT CONSULTING,,0.000272
100839,19981130,602720104,MNES,238615.0,3671,N,Y,MINE SAFETY APPLIANC,,0.000295
272984,20031031,913247508,UCOMA,601283.16,84927,Y,N,UNITEDGLOBALCOM,5.9e-05,
9791,19960430,37047F103,GNCI,,87725,Y,N,GENERAL NUTRITION CO,0.0319,
93237,19980831,989070503,ZAP,180443.25,15522,N,Y,ZAPATA CORP,,0.000259
351395,20060131,25385P106,DGIN,1250786.9,34870,N,Y,DIGITAL INSIGHT CORP,,0.000953
130605,19990930,88355W105,TFT,36725.5,5996,N,Y,THERMO FIBERTEK INC,,4.4e-05
362082,20060428,879101103,TKLC,806962.8,56510,N,Y,TEKELEC,,0.000592
133242,19991029,803062108,SAPE,1653551.62,12931,Y,N,SAPIENT CORP,0.000144,
231325,20020830,830830105,SKY,189143.25,6151,N,Y,SKYLINE CORP,,0.000309
71201,19980130,344123104,FMXI,180314.37,14005,N,Y,FOAMEX INTERNATIONAL,,0.0211
79219,19980430,156708109,CEPH,339180.19,28413,N,Y,CEPHALON INC,,0.000355
89334,19980731,701094104,PH,3794207.63,110578,Y,N,PARKER-HANNIFIN CORP,0.000401,
372469,20060831,36866W106,GMST,796205.19,248039,N,Y,GEMSTAR-TV GUIDE INTL,,0.00063
